input,label,initial_nl,numbering_system,command_type,complexity,tooth_numbers,tooth_count,command_count,has_surface,has_numerical_value,category,model_name,generation_method,refinement_model,refinement_applied,number_validation
"4-6 probing's 3 3 3, 5-7 buccal pocket depth's 3 3 3, 6-8 buccal pocket depth's 3 3 3, 7-9 pocket depth's 3 3 3, 8-10 lingual probing's 3 2 3, 9-11 probing's 3 3 3, 10-12 probing's 3 3 3, 11-13 probing's 3 3 3, 12-14 pocket depth's 3 3 3, 13-15 pocket depth's 3 3 3, 14-16 buccal probing's 3 3 3, 15-17 pocket depth's 3 3 3, 16-18 buccal pocket depth's 4 4 4, 17-19 pocket depth's 3 3 3, 18-20 lingual probing's 3 2 2, 19-21 probing's 3 3 3, 20-22 probing's 3 3 3, 21-23 lingual pocket depth's 3 3 3","number 4, probing, 3 3 3; number 5, buccal, pocket depth, 3 3 3; number 6, buccal, pocket depth, 3 3 3; number 7, pocket depth, 3 3 3; number 8, lingual, probing, 3 2 3; number 9, probing, 3 3 3; number 10, probing, 3 3 3; number 11, probing, 3 3 3; number 12, pocket depth, 3 3 3; number 13, pocket depth, 3 3 3; number 14, buccal, probing, 3 3 3; number 15, pocket depth, 3 3 3; number 16, buccal, pocket depth, 4 4 4; number 17, pocket depth, 3 3 3; number 18, lingual, probing, 3 2 2; number 19, probing, 3 3 3; number 20, probing, 3 3 3; number 21, lingual, pocket depth, 3 3 3","number 4 probing 3 3 3, number 5 buccal pocket depth 3 3 3, number 6 buccal pocket depth 3 3 3, number 7 pocket depth 3 3 3, number 8 lingual probing 3 2 3, number 9 probing 3 3 3, number 10 probing 3 3 3, number 11 probing 3 3 3, number 12 pocket depth 3 3 3, number 13 pocket depth 3 3 3, number 14 buccal probing 3 3 3, number 15 pocket depth 3 3 3, number 16 buccal pocket depth 4 4 4, number 17 pocket depth 3 3 3, number 18 lingual probing 3 2 2, number 19 probing 3 3 3, number 20 probing 3 3 3, number 21 lingual pocket depth 3 3 3",UNS,multiple,high,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",18,18,true,true,probing,moonshotai/kimi-k2-instruct,openrouter_llm,llama-3.1-8b-instant,true,simple_check
"Okay, 4 through 8 are bridges. Then 3 through 8 are bridges. And 19 through 21 is a pontic.","number 4, number 8, bridge; number 3 number 8, bridge; number 19. number 21, pontic","number 4-8 bridge, number 3-8 bridge, number 19-21 pontic",UNS,multiple,high,"4, 3, 19",9,3,false,true,restoration,moonshotai/kimi-k2-instruct,openrouter_llm,google/gemma-3n-e4b-it:free,true,simple_check
"Okay, 3 through 5 are 3 3 3, then 6 lingual 4 5 5, jump to 15 lingual 3 3 3","number 3, probing, 3 3 3; number 4, probing, 3 3 3; number 5, probing, 3 3 3; number 6, lingual, pocket depth, 4 5 5; jump 15; number 15, lingual, probing, 3 3 3","number 3 probing 3 3 3, number 4 probing 3 3 3, number 5 probing 3 3 3, number 6 lingual pocket depth 4 5 5, jump 15, number 15 lingual probing 3 3 3",UNS,multiple,high,"3, 4, 5, 6, 15",5,6,true,true,probing,moonshotai/kimi-k2-instruct-0905,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Tooth 41 has probing depths of 3, 3, 3. Then 42 is similar with 3, 3, 3. Tooth 43 also shows 3, 3, 3. Tooth 44 is 3, 2, 2. Jumping to 52, that's 3, 2, 2","number 41, probing, 3 3 3; number 42, pocket depth, 3 3 3; number 43, probing, 3 3 3; number 44, probing, 3 2 2; jump 52; number 52, pocket depth, 3 2 2","number 41 probing 3 3 3, number 42 pocket depth 3 3 3, number 43 probing 3 3 3, number 44 probing 3 2 2, jump 52, number 52 pocket depth 3 2 2",FDI,multiple,high,"41, 42, 43, 44, 52",5,6,false,true,probing,openai/gpt-oss-120b,openrouter_llm,qwen/qwen3-32b,true,simple_check
"Then we have 17 with probing depths of 2, 2, 2, jump to 18, buccal pocket depth is 4, 4, 3, all of 19, 20, and 21 have probing or pocket depths of 2, 2, 2, except 20 is lingual, then 22 and 23 also have probing depths of 2, 2, 2, and finally 24 has pocket depth of 2, 2, 2","number 17, probing, 2 2 2; number 18, buccal, pocket depth, 4 4 3; number 19, probing, 2 2 2; number 20, lingual, probing, 2 2 2; number 21, pocket depth, 2 2 2; number 22, probing, 2 2 2; number 23, probing, 2 2 2; number 24, pocket depth, 2 2 2","number 17 probing 2 2 2, number 18 buccal pocket depth 4 4 3, number 19 probing 2 2 2, number 20 lingual probing 2 2 2, number 21 pocket depth 2 2 2, number 22 probing 2 2 2, number 23 probing 2 2 2, number 24 pocket depth 2 2 2",UNS,multiple,high,"17, 18, 19, 20, 21, 22, 23, 24",8,8,true,true,probing,moonshotai/kimi-k2-instruct-0905,openrouter_llm,llama-3.3-70b-versatile,true,simple_check
"11 has a pocket depth of 3 all around, then 12 has a pocket depth of 4 on the mesial, 4 on the distal, and 5 on the buccal. 13 has a buccal pocket depth of 3 on the mesial and distal. 14 has a pocket depth of 2 on the mesial, 3 on the distal, and 3 on the buccal. 15 has a probing depth of 3 all around, then 16 has a pocket depth of 3 on the mesial and distal, and 3 on the buccal. 17 has a pocket depth of 3 on the mesial and distal, and 3 on the buccal. 18 has a pocket depth of 3 on the mesial and distal, and 3 on the buccal. 19 has a pocket depth of 4 on the mesial and distal, and 5 on the buccal. 20 has a probing depth of 2 on the mesial and distal, and 3 on the buccal. 21 has a lingual probing depth of 3 on the mesial and distal. 22 has a probing depth of 2 on the mesial, 3 on the distal, and 3 on the buccal. Jump to 12, which now has a buccal pocket depth of 2 on the mesial and distal, and 3 on the buccal. 13 has a buccal pocket depth of 3 on the mesial and distal. 15 has a probing depth of 3 all around. 16 has a pocket depth of 3 on the mesial and distal, and 3 on the buccal. 18 has a pocket depth of 3 on the mesial and distal, and 3 on the buccal. 19 has a pocket depth of 4 on the mesial and distal, and 5 on the buccal. Except for 12, 13, 15, 16, 18, and 19, all other sites are stable. 12 has buccal bleeding, 12 has lingual bleeding, 13 has buccal bleeding, 13 has lingual bleeding, 15 has buccal bleeding, and 15 has lingual bleeding.","number 11, pocket depth, 3 3 3; number 12, pocket depth, 4 4 5; number 13, buccal, pocket depth, 3 3 3; number 14, pocket depth, 2 3 3; number 15, probing, 3 3 3; number 16, pocket depth, 3 3 3; number 17, pocket depth, 3 3 3; number 18, pocket depth, 3 3 3; number 19, pocket depth, 4 4 5; number 20, probing, 2 2 3; number 21, lingual, probing, 3 3 3; number 22, probing, 2 3 3; repeat 12; repeat 13; repeat 15; repeat 16; repeat 18; repeat 19; number 12, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 12, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 13, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 13, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 15, buccal, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1; number 15, lingual, mesial, bleeding, 1, middle, bleeding, 1, distal, bleeding, 1","number 11 pocket depth 3 3 3, number 12 pocket depth 4 4 5, number 13 buccal pocket depth 3 3 3, number 14 pocket depth 2 3 3, number 15 probing 3 3 3, number 16 pocket depth 3 3 3, number 17 pocket depth 3 3 3, number 18 pocket depth 3 3 3, number 19 pocket depth 4 4 5, number 20 probing 2 2 3, number 21 lingual probing 3 3 3, number 22 probing 2 3 3, number 12 buccal pocket depth 2 3 3, number 13 buccal pocket depth 3 3 3, number 15 probing 3 3 3, number 16 pocket depth 3 3 3, number 18 pocket depth 3 3 3, number 19 pocket depth 4 4 5, number 12 buccal bleeding, number 12 lingual bleeding, number 13 buccal bleeding, number 13 lingual bleeding, number 15 buccal bleeding, number 15 lingual bleeding",FDI,multiple,high,"11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 12, 12, 13, 13, 15, 15",12,24,true,true,probing,moonshotai/kimi-k2-instruct,openrouter_llm,llama-3.1-8b-instant,true,simple_check
"22's an implant, 26 too, then 9 and 14 also implanted, 25 just a pontic","number 22, number 26, implant; number 9, number 14, implant; number 25, pontic","number 22 implant, number 26 implant, number 9 implant, number 14 implant, number 25 pontic",UNS,multiple,high,"22, 26, 9, 14, 25",5,3,false,true,restoration,meta-llama/llama-4-scout-17b-16e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"7 and 9 are implants, jump to the bridge from 20 through 23 and 29 to 31, with pontics at 19 and 20","number 7, number 9, implant; number 20, number 23, bridge; number 29, number 31, bridge; number 19, 20, pontic","number 7 implant, number 9 implant, number 20 bridge, number 23 bridge, number 29 bridge, number 31 bridge, number 19 pontic, number 20 pontic",UNS,multiple,high,"7, 9, 20, 23, 29, 31, 19, 20",7,4,false,true,restoration,meta-llama/llama-4-scout-17b-16e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"""Tooth 3 lingual has 3, 2, 2. 4 lingual is 3s. 5 is 2s. 6 and 7 are 3s. 8 lingual is 3s. Jump to 15, which is 3s. 16 is 3s. 17 lingual is 3s. 18 is 2s. 19 is 3s. Buccal on 20 is 5, 4, 5. 21 buccal is 3, 2, 3. 22 is 2s.""","number 3, lingual, probing, 3 2 2; number 4, lingual, pocket depth, 3 3 3; number 5, probing, 2 2 2; number 6, pocket depth, 3 3 3; number 7, probing, 3 3 3; number 8, lingual, probing, 3 3 3; jump 15; number 15, probing, 3 3 3; number 16, probing, 3 3 3; number 17, lingual, probing, 3 3 3; number 18, probing, 2 2 2; number 19, pocket depth, 3 3 3; number 20, buccal, probing, 5 4 5; number 21, buccal, pocket depth, 3 2 3; number 22, probing, 2 2 2","number 3 lingual probing 3 2 2, number 4 lingual pocket depth 3 3 3, number 5 probing 2 2 2, number 6 pocket depth 3 3 3, number 7 probing 3 3 3, number 8 lingual probing 3 3 3, jump 15, number 15 probing 3 3 3, number 16 probing 3 3 3, number 17 lingual probing 3 3 3, number 18 probing 2 2 2, number 19 pocket depth 3 3 3, number 20 buccal probing 5 4 5, number 21 buccal pocket depth 3 2 3, number 22 probing 2 2 2",UNS,multiple,high,"3, 4, 5, 6, 7, 8, 15, 16, 17, 18, 19, 20, 21, 22",14,15,true,true,probing,meta-llama/llama-4-scout-17b-16e-instruct,openrouter_llm,qwen/qwen3-32b,true,simple_check
"Tooth 1 through 3 all have pocket depths of 3, 3, 3. Then 4 through 6 and 8, 11, 12, 14 through 16, 18 through 20, 21, 23 through 24, and 28 through 32 are all 3s. Tooth 7 has 5, 4, 4. Then tooth 9 is 4, 4, 6. Jump to tooth 22 with 5, 6, 6","number 1, pocket depth, 3 3 3; number 2, pocket depth, 3 3 3; number 3, pocket depth, 3 3 3; number 4, probing, 3 3 3; number 5, probing, 3 3 3; number 6, probing, 3 3 3; number 7, probing, 5 4 4; number 8, pocket depth, 3 3 3; number 9, probing, 4 4 6; number 10, probing, 3 3 3; number 11, pocket depth, 3 3 3; number 12, probing, 3 3 3; number 13, pocket depth, 5 5 5; number 14, pocket depth, 3 3 3; number 15, pocket depth, 3 3 3; number 16, pocket depth, 3 3 3; number 17, probing, 3 3 3; number 18, probing, 3 3 3; number 19, pocket depth, 3 3 3; number 20, probing, 3 3 3; number 21, pocket depth, 3 3 3; number 22, probing, 5 6 6; number 23, pocket depth, 3 3 3; number 24, pocket depth, 3 3 3; number 25, probing, 3 3 3; number 26, probing, 3 3 3; number 27, probing, 3 3 3; number 28, pocket depth, 3 3 3; number 29, pocket depth, 3 3 3; number 30, pocket depth, 3 3 3; number 31, probing, 3 3 3; number 32, probing, 3 3 3","number 1 pocket depth 3 3 3, number 2 pocket depth 3 3 3, number 3 pocket depth 3 3 3, number 4 probing 3 3 3, number 5 probing 3 3 3, number 6 probing 3 3 3, number 7 probing 5 4 4, number 8 pocket depth 3 3 3, number 9 probing 4 4 6, number 10 probing 3 3 3, number 11 pocket depth 3 3 3, number 12 probing 3 3 3, number 13 pocket depth 5 5 5, number 14 pocket depth 3 3 3, number 15 pocket depth 3 3 3, number 16 pocket depth 3 3 3, number 17 probing 3 3 3, number 18 probing 3 3 3, number 19 pocket depth 3 3 3, number 20 probing 3 3 3, number 21 pocket depth 3 3 3, number 22 probing 5 6 6, number 23 pocket depth 3 3 3, number 24 pocket depth 3 3 3, number 25 probing 3 3 3, number 26 probing 3 3 3, number 27 probing 3 3 3, number 28 pocket depth 3 3 3, number 29 pocket depth 3 3 3, number 30 pocket depth 3 3 3, number 31 probing 3 3 3, number 32 probing 3 3 3",UNS,multiple,high,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",32,32,false,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,qwen/qwen3-32b,true,simple_check
"Numbers 4, 6, and 9 are pontics, then jump to 11, also a pontic, whereas 21 and 24 are implants","number 6, number 11, pontic; number 21, number 24, implant; number 4, number 9, pontic","number 6 pontic, number 11 pontic, number 21 implant, number 24 implant, number 4 pontic, number 9 pontic",UNS,multiple,high,"6, 11, 21, 24, 4, 9",6,3,false,true,restoration,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,meta-llama/llama-4-maverick-17b-128e-instruct,true,simple_check
"Tooth 41, then 3‑3‑3; 42 pocket depth 2‑3‑3; 43 pocket depth 3‑3‑3; 44, all 5‑4‑4; 45 3‑3‑3; 46 lingual 3‑3‑3; 47 3‑3‑3; 48 3‑3‑3; 49 buccal 3‑3‑3; 50 4‑5‑4; 51 5‑4‑5; 52 buccal 3‑3‑3; 53 3‑3‑3; 54 3‑3‑3; 55 lingual 3‑3‑3; 56 buccal 3‑2‑2","number 41, probing, 3 3 3; number 42, pocket depth, 2 3 3; number 43, pocket depth, 3 3 3; number 44, probing, 5 4 4; number 45, probing, 3 3 3; number 46, lingual, probing, 3 3 3; number 47, pocket depth, 3 3 3; number 48, probing, 3 3 3; number 49, buccal, probing, 3 3 3; number 50, probing, 4 5 4; number 51, probing, 5 4 5; number 52, buccal, pocket depth, 3 3 3; number 53, pocket depth, 3 3 3; number 54, probing, 3 3 3; number 55, lingual, probing, 3 3 3; number 56, buccal, probing, 3 2 2","number 41 probing 3 3 3, number 42 pocket depth 2 3 3, number 43 pocket depth 3 3 3, number 44 probing 5 4 4, number 45 probing 3 3 3, number 46 lingual probing 3 3 3, number 47 pocket depth 3 3 3, number 48 probing 3 3 3, number 49 buccal probing 3 3 3, number 50 probing 4 5 4, number 51 probing 5 4 5, number 52 buccal pocket depth 3 3 3, number 53 pocket depth 3 3 3, number 54 probing 3 3 3, number 55 lingual probing 3 3 3, number 56 buccal probing 3 2 2",FDI,multiple,high,"41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56",16,16,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,openai/gpt-oss-120b,true,simple_check
"Twelve through fifteen all 3-3-3, sixteen drops to 3-3-2, seventeen through nineteen back to 3-3-3, twenty buccal 4-4-5, twenty-one buccal 3-2-2, twenty-two and twenty-three 3-3-3 and 3-2-3, then 3-3-3 on twenty-four and twenty-five, wrap up with 3-2-3 on twenty-six","number 12, pocket depth, 3 3 3; number 13, pocket depth, 3 3 3; number 14, probing, 3 3 3; number 15, buccal, probing, 3 3 3; number 16, pocket depth, 3 3 2; number 17, pocket depth, 3 3 3; number 18, pocket depth, 3 3 3; number 19, pocket depth, 3 3 3; number 20, buccal, probing, 4 4 5; number 21, buccal, probing, 3 2 2; number 22, probing, 3 3 3; number 23, pocket depth, 3 2 3; number 24, probing, 3 3 3; number 25, pocket depth, 3 3 3; number 26, pocket depth, 3 2 3","number 12 pocket depth 3 3 3, number 13 pocket depth 3 3 3, number 14 probing 3 3 3, number 15 buccal probing 3 3 3, number 16 pocket depth 3 3 2, number 17 pocket depth 3 3 3, number 18 pocket depth 3 3 3, number 19 pocket depth 3 3 3, number 20 buccal probing 4 4 5, number 21 buccal probing 3 2 2, number 22 probing 3 3 3, number 23 pocket depth 3 2 3, number 24 probing 3 3 3, number 25 pocket depth 3 3 3, number 26 pocket depth 3 2 3",UNS,multiple,high,"12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26",15,15,true,true,probing,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct-0905,true,simple_check
"16 through 32, crowns on 16, 17, 25, 29; bridges 28, 30, 32; fixtures 10, 11; and an implant at 5","number 16, 17, crown; number 25, number 29, crown; number 28, number 32, bridge; number 10, 11, fixture; number 29, 30, bridge; number 5, implant","number 16 crown, number 17 crown, number 25 crown, number 29 crown, number 28 bridge, number 32 bridge, number 10 fixture, number 11 fixture, number 29 bridge, number 30 bridge, number 5 implant",UNS,multiple,high,"16, 17, 25, 29, 28, 32, 10, 11, 29, 30, 5",10,6,false,true,restoration,qwen/qwen3-32b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Starting with the posterior, numbers 44 and 45 have crowns, and number 46 has a fixture","number 21, 22, bridge; number 12, number 14, implant; number 14, number 18, crown; number 44, 45, crown; number 46, fixture","number 21 and number 22 have a bridge, number 12 and number 14 have an implant, number 14 and number 18 have a crown, number 44 and number 45 have a crown, number 46 has a fixture",FDI,multiple,high,"21, 22, 12, 14, 14, 18, 44, 45, 46",8,5,false,true,restoration,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,qwen/qwen3-32b,true,simple_check
"Looking at the chart, tooth 12 3, 3, 3; 13 3, 3, 3; then 14 3, 3, 3; 15 3, 3, 3; 16 3, 2, 2; pocket depth 17 3, 2, 3; buccal 18 3, 3, 3; buccal 19 3, 3, 3; buccal 20 3, 3, 3; 21 2, 2, 2; 22 3, 3, 3; lingual 23 3, 3, 3; probing 24 5, 5, 5; lingual 25 3, 3, 3; pocket depth 26 3, 2, 3; then 27 3, 3, 3; 28 3, 3, 2; 29 3, 3, 3; 30 4, 4, 4; finally 31 3, 2, 3","number 12, probing, 3 3 3; number 13, probing, 3 3 3; number 14, pocket depth, 3 3 3; number 15, probing, 3 3 3; number 16, probing, 3 2 2; number 17, pocket depth, 3 2 3; number 18, buccal, probing, 3 3 3; number 19, buccal, probing, 3 3 3; number 20, buccal, pocket depth, 3 3 3; number 21, pocket depth, 2 2 2; number 22, pocket depth, 3 3 3; number 23, lingual, pocket depth, 3 3 3; number 24, probing, 5 5 5; number 25, lingual, pocket depth, 3 3 3; number 26, pocket depth, 3 2 3; number 27, probing, 3 3 3; number 28, probing, 3 3 2; number 29, probing, 3 3 3; number 30, probing, 4 4 4; number 31, pocket depth, 3 2 3","number 12 probing 3 3 3, number 13 probing 3 3 3, number 14 pocket depth 3 3 3, number 15 probing 3 3 3, number 16 probing 3 2 2, number 17 pocket depth 3 2 3, number 18 buccal probing 3 3 3, number 19 buccal probing 3 3 3, number 20 buccal pocket depth 3 3 3, number 21 pocket depth 2 2 2, number 22 pocket depth 3 3 3, number 23 lingual pocket depth 3 3 3, number 24 probing 5 5 5, number 25 lingual pocket depth 3 3 3, number 26 pocket depth 3 2 3, number 27 probing 3 3 3, number 28 probing 3 3 2, number 29 probing 3 3 3, number 30 probing 4 4 4, number 31 pocket depth 3 2 3",UNS,multiple,high,"12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31",20,20,true,true,probing,moonshotai/kimi-k2-instruct,openrouter_llm,openai/gpt-oss-120b,true,simple_check
"We've got a 32 bridge, a 34 bridge, and a 33 pontic, then a 37 pontic, with an 11 implant and an 15 implant, and a 25 fixture","number 32, number 34, bridge; number 33, number 37, pontic; number 11, number 15, implant; number 25, fixture","number 32 bridge, number 34 bridge, number 33 pontic, number 37 pontic, number 11 implant, number 15 implant, number 25 fixture",FDI,multiple,high,"32, 34, 33, 37, 11, 15, 25",7,4,false,true,restoration,openai/gpt-oss-120b,openrouter_llm,llama-3.1-8b-instant,true,simple_check
"Now, let's jump to the 12 fixture, the 14 fixture, and the 13 crown, except the 15 crown, then we have an 16 implant and an 18 implant, a 42 pontic, a 47 pontic, a 46 bridge, a 47 bridge, a 44 pontic, and another 47 pontic, except the 17 fixture","number 12, number 14, fixture; number 13, number 15, crown; number 16, number 18, implant; number 42, number 47, pontic; number 46, 47, bridge; number 44, number 47, pontic; number 17, fixture","number 12 fixture, number 14 fixture, number 13 crown, number 15 crown, number 16 implant, number 18 implant, number 42 pontic, number 47 pontic, number 46 bridge, number 47 bridge, number 44 pontic, number 47 pontic, number 17 fixture",FDI,multiple,high,"12, 14, 13, 15, 16, 18, 42, 47, 46, 47, 44, 47, 17",11,7,false,true,restoration,openai/gpt-oss-120b,openrouter_llm,llama-3.1-8b-instant,true,simple_check
"We've got 5 and 7 as fixtures, then 19 and 23 also fixtures, moving to crowns on 3 and 6, and pontics on 11, 13, 3 again, and 8","number 5, number 7, fixture; number 19, number 23, fixture; number 3, number 6, crown; number 11, number 13, pontic; number 3, number 8, pontic","number 5 fixture, number 7 fixture, number 19 fixture, number 23 fixture, number 3 crown, number 6 crown, number 11 pontic, number 13 pontic, number 3 pontic, number 8 pontic",UNS,multiple,high,"5, 7, 19, 23, 3, 6, 11, 13, 3, 8",9,5,false,true,restoration,meta-llama/llama-4-maverick-17b-128e-instruct,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
"Twelve crown, fourteen crown, twenty-four crown, twenty-nine crown, nine fixture, twelve fixture","number 12, number 14, crown; number 24, number 29, crown; number 9, number 12, fixture","number 12 crown, number 14 crown, number 24 crown, number 29 crown, number 9 fixture, number 12 fixture",UNS,multiple,high,"12, 14, 24, 29, 9, 12",5,3,false,true,restoration,openai/gpt-oss-120b,openrouter_llm,moonshotai/kimi-k2-instruct,true,simple_check
